Gender,Profession,comment,bully,sexual,religious,threat,spam
female,dancer,আমরা ফানি ভিডিও বানাই চাইলে আমাদের ভিডিও দেখে আসতে পারেন আশা করি আমরা আপনাদের হাসিতে পারব আপনাদের মুখে হাসি ফুটানোর দায়িত্ব আমাদের সবাই আমার ফেসবুক পেজটা ফলো কর ভিডিও দেখে হাসি না পাইলে এমবি ফেরত,0,0,0,0,1
female,dancer,অনলাইন এ রেয়েল জব খুজছেন এখন ই নক দিন আমি ১বছর জাবত কাজ করছি আমি জানি বতমানে অনলাইন এ ধোঁকাবাজ এর মাএা ৯৫ কিন্তু আমি বলবো আমার কাজ টা ১ বার জাচাই করে দেখুন জার কাজ এর দরকার নক দিতে পারেন নিরাস করব না,0,0,0,0,1
female,dancer,এই রখম ফ্রেন্ড থাকলে আর কি লাগে,0,0,0,0,0
female,dancer,সরেন তো,0,0,0,0,0
female,dancer,আমি পুরাপুরি হতাশ,0,0,0,0,0
female,dancer,এমন করে আচ পযন্ত কেউ বল্ল না,0,0,0,0,0
female,dancer,এটা হট না কূল,0,0,0,0,1
female,dancer,আহা বান্ধবী গুলো,1,1,0,0,0
female,dancer,বান্ধবী নাই বলে,1,0,0,0,0
female,dancer,আপনি কি ভাইরাল ও মজাদার ভিডিওগুলোর লিংক অরজিনাল লিংক ভিডিও খুঁজতেছেন আর দেরি না করে আমার টেলিগ্রাম গ্রুপে এড হয়ে দেখে নিন,0,1,0,0,1
female,dancer,বাকি কথা ইনবক্সে কমু,0,0,0,0,1
female,dancer,নতুন নতুন ভাইরাল ভিডিও এবং বাচ্চাদের ভিডিও দেখতে আমাদের চ্যানেলে জয়েন করুন,0,1,0,0,1
female,dancer,ভুয়া লিংকে ক্লিক না করে আমার দেওয়া,0,1,0,0,1
female,dancer,একটা লেডিস্ বন্ধু নাই বলে,1,0,0,0,0
female,dancer,এই ভিডিও সহ নতুন কালেকশন আছে টেলিগ্রাম এ,0,1,0,0,1
female,dancer,আমাকেও দেখায় কিন্তু অন্যো ভাবে,1,1,0,0,0
female,dancer,ভেরি ডেঞ্জারাস,0,0,0,0,0
female,dancer,এরকম বন্ধু থাকলে আর কি লাগে,1,0,0,0,0
female,dancer,তুই আর লুচ্চা ভালো বান্ধবী টা তাই না,1,1,0,0,0
female,dancer,আমাদের সকল চ্যানেল লিস্ট,0,0,0,0,1
female,dancer,বউ জান,1,1,0,0,0
female,dancer,সব ধরনের একদম সহজ পদ্ধতিতে দেখতে আমাদের টেলিগ্রাম চ্যনেল,0,1,0,0,1
female,dancer,নিজের ইচ্ছে মতন পোষ্ট করতে জয়েন হন,0,0,0,0,1
female,dancer,দেখ কেমনে হ হতে হয়,0,0,0,0,0
female,dancer,ভিডিও দেখলে ইনবক্সে,0,1,0,0,1
female,dancer,এই সব বসতির মেয়ে রা কোরে,1,0,0,0,0
female,dancer,এরকম একটা বান্ধবী কোথায় পাওয়া যায়,1,0,0,0,0
female,dancer,আর ভাত খাওয়া লাগবে না,1,0,0,0,0
female,dancer,লিংক লিংক লিংক,0,1,0,0,1
female,dancer,ফেক ভিডিও পোস্ট করে পাবলিক কে বুকা বানানোর কোন দরকার ছিল তোর বেস্ট ফেন্ডর পম পম দেখি দেখি তোর সাহস,1,1,0,0,0
female,dancer,সব ভাইরাল ছোট বাচ্চাদের ভিডিও এখানে,0,1,0,0,1
female,dancer,নতুন নতুন ১৮ ভাইরাল ভিডিও পেতে এখনি আমাদের চ্যানেল সাবস্ক্রাইব করুন,0,1,0,0,1
female,dancer,এখনো কেউ হাত দেয়নি বোঝা জাচ্ছে,1,1,0,0,0
female,dancer,পম পম এতো বড় কেন,1,1,0,0,0
female,dancer,"উঁচু দুই পাহাড়
ভাগ্য তো তাহার
যে করবে আহার",1,1,0,0,0
female,dancer,ব্রা পরার টাকা না থাকলে আমি কিনা দিমু,1,1,0,0,0
female,dancer,কুল্লু নাফসিন যাইকাতুল মাউত,0,0,1,0,0
female,dancer,আমার মতো কে কে আসছো কমেন্ট পড়তে,0,0,0,0,0
female,dancer,নজর দিসনা সামনের তরমুজ দুইটা কিন্তু আমার,1,1,0,0,0
female,dancer,ডাব গাছের জন্য বডিগার্ড রাখেন নইতো কেউ এসে ডাব চুরি করে নিয়ে চলে যাবে,1,1,0,0,0
female,dancer,কে যে সেই ভাগ্য বান,1,1,0,0,0
female,dancer,"সালার মোবাইল এ
মিথ্যা কথা শিখায়ছে
আর টিকটকে নারীরা
দেহ দেখাচ্ছে ঝাং
ইয়েমিং ভাই আপনাকে
ধন্যবাদ",1,1,0,0,1
female,dancer,কে গো তুমি,0,0,0,0,0
female,dancer,নাউজুবিল্লাহ আস্তাগফিরুল্লাহ,1,0,1,0,0
female,dancer,খারা খার পম পম,1,1,0,0,0
female,dancer,লাউ গাছে ফুল ধরছে কেবল,1,1,0,0,0
female,dancer,ছোট ছোট,1,1,0,0,0
female,dancer,নাইস,0,0,0,0,0
female,dancer,মৃত্যুর এতো নাচ থাকবে তো আল্লাহ আমাদের সবাইকে হেদায়েত দান করুক,1,0,1,0,0
female,dancer,পম পম সেই সাধ আমি খুবই হতাশ,1,1,0,0,0
female,dancer,রূপের জন্য লোকেরা বলে তুমি ফুলের মতো কিন্তু তার তো জানে না তোমার চরিত্র মিয়া খলিফার মতো,1,1,0,0,0
female,dancer,বোন নিজের মুল্য বুঝো আমার ভাতিজাও নিজের মুল্য বুঝে,1,0,0,0,0
female,dancer,বাই,0,0,0,0,0
female,dancer,কি হবে এতো পড়া লেখা করে যদি নিজের ইজ্জত টা ঠিক রাখতে না পারি,1,0,0,0,0
female,dancer,হে আল্লাহ তুমি এদের হেদায়েত করো,0,0,1,0,0
female,dancer,এদের মা বাবা নাই মনে হয়,1,0,0,0,0
female,dancer,সেই স্বাদ এতো স্বাদ কেন,1,1,0,0,0
female,dancer,দেখে ফেলেছি,1,1,0,0,0
female,dancer,রাগ না হলে আল্লাহ ৫০০ প্রমিক চাই,1,0,1,0,1
female,dancer,পম পমের মাথার বটম গোলো দেখা জায়,1,1,0,0,0
female,dancer,সেই রকম পম পম,1,1,0,0,0
female,dancer,বর জাই হোক ফম ফম গুলো অনেক সুন্দর,1,1,0,0,0
female,dancer,সাইজ ঠিক আছে,1,1,0,0,0
female,dancer,আল্লাহ আপনি এর হেদায়েত দান করুন,0,0,1,0,0
female,dancer,না হলে সে হাট এটাক কোরবে বাচানো সমভব হবে না,1,0,0,0,0
female,dancer,ওরে পমপম,1,1,0,0,0
female,dancer,সেই কিঊট পম পম,1,1,0,0,0
female,dancer,ইস ইস এই সময় টাই আপনার কাছে যেতে পারতাম বাকিটা ইতিহাস,1,1,0,0,0
female,dancer,আসতাগফিরল্লাহ,0,0,1,0,0
female,dancer,শয়তানে লারে,1,0,1,0,0
female,dancer,আমি যা দেখছি আপনারাও কি তাই দেখছেন,1,1,0,0,0
female,dancer,কি কইতাম ভাইয়া পম পম গুলো কি কড়া,1,1,0,0,0
female,dancer,পাগল,1,0,0,0,0
female,dancer,দেখাতে ভালো লাগে নাকি,1,1,0,0,0
female,dancer,"বুঝতে পারছি তোমার গাছের কাচা কাচা ফল
খুব শীগ্রই বড় হবে",1,1,0,0,0
female,dancer,পম পম অনেক কিউট এতো কিউট কেনো,1,1,0,0,0
female,dancer,আনেক ভালো ২ টা,1,1,0,0,0
female,dancer,আপনার পমপম এতো ছটো কেন,1,1,0,0,0
female,dancer,আমার ডাব গাছে কেউ ভুল করে হাত দিবি না,1,1,0,0,0
female,dancer,কি উঁচু দুই পাহাড় কে খায় রে,1,1,0,0,0
female,dancer,তুমার কি মরনের কথা মনে পরে না বোন,1,0,1,0,0
female,dancer,বুঝতে পারছি চুলকানো উঠেছে আসো ভাতিজা মলম লাগায় দেই,1,1,0,0,0
female,dancer,আ হারে,0,0,0,0,0
female,dancer,সেই স্বাদ মাটির গাছের লাউ,1,1,0,0,0
female,dancer,সেই সাধ,1,1,0,0,0
female,dancer,এত বড় কা,1,1,0,0,0
female,dancer,এগুলো কেয়ামতের আলামোত,1,0,1,0,0
female,dancer,আমার আইডি থেকে ঘুরে এসো আমিও ঘুরে আসবো তোমার আইডি থেকে,0,0,0,0,1
female,dancer,এত সাত কেয়া,1,1,0,0,0
female,dancer,গাছের ডাব তো অনেক বড় হয়ে গেছে,1,1,0,0,0
female,dancer,মনে ভূলে হয়তো ব্রা পড়তে ভূলে গেছে,1,1,0,0,0
female,dancer,সুন্দর পিক,0,0,0,0,0
female,dancer,আজকালের মানুষ ভাইরাল হওয়ার জন্য কি না করে,1,0,0,0,0
female,dancer,পাহাড় দুটো ভাগ করে দিয়েছে,1,1,0,0,0
female,dancer,এত খারা হয় কি করে আহার করতে হবে,1,1,0,0,0
female,dancer,কি সুন্দর আকাশ আহা,0,0,0,0,0
female,dancer,পমপম দেখা যায়,1,1,0,0,0
female,dancer,কেয়ামতের দিন চুল গুলো কি অবস্থা হবে,1,0,1,0,0
female,dancer,হাইরে মানুষ আর কি করবে দুনিয়ায়,1,0,1,0,0
female,dancer,একটু খাওয়া নো জাবে খুব ইচ্ছা করছে,1,1,0,0,0
female,dancer,এত সাদ,1,1,0,0,0
female,dancer,নষ্ট সুন্দরী,1,0,0,0,0
female,dancer,লাউ না কি ওটা,1,1,0,0,0
female,dancer,বাহ আকাশ টা কতো সুন্দর,0,0,0,0,0
female,dancer,এখনো সময় আছে ভালো হয়ে যাও,1,0,0,0,0
female,dancer,আমি কিছু একটা দেখছি তোমরা কি কেউ কিছু দেখেছো,1,1,0,0,0
female,dancer,পম পম গুলা জোশ লাগছে,1,1,0,0,0
female,dancer,আমি এটাকে জব করতে চাই,0,0,0,0,1
female,dancer,কনফোর্ম জাহাননামী,1,0,1,0,0
female,dancer,ভাই এই রকম কমেন্ট করার দরকার কি,0,0,0,0,0
female,dancer,কমলা সুন্দরী,1,0,0,0,0
female,dancer,এগুলো অরিজিনাল নাহ কেউ নজর দিয়ো না,1,1,0,0,0
female,dancer,খুন করমু,1,0,0,1,0
female,dancer,এইসব বেশি দিন থাকবে না আপু,1,1,0,0,0
female,dancer,আপনার কমলা ১ কেজি হবে,1,1,0,0,0
female,dancer,এগুলা কি দেখা যায়,1,1,0,0,0
female,dancer,কমলা,1,1,0,0,0
female,dancer,ছেলেরা পাগল না হয়ে যাবে কোথায়,1,1,0,0,0
female,dancer,গাছ ছোটো কিন্নর ফল অনেক বরো,1,1,0,0,0
female,dancer,এতো সুন্দর কে লাগে কে,0,0,0,0,0
female,dancer,দেখেছি,1,1,0,0,0
female,dancer,আ,0,0,0,0,0
female,dancer,খালি মাঠ মনে হচ্ছে,1,0,0,0,0
female,dancer,আপেল খেয়ে দিছে,1,1,0,0,0
female,dancer,আপু ৩০ বার দেখছি ১৭ বার গিটার বাজাইছি এখন আমি অনেক বড় ক্রান্ততা ছাড়া ৭ ইঞ্চি নিয়ে বিপাকে আছি,1,1,0,0,0
female,dancer,শরীর দেখিয়ে কি পাও,1,0,0,0,0
female,dancer,সর পড়ে যাবে,1,1,0,0,0
female,dancer,পম পম গুলো সেই লাগ তোমাকে আজকে অনেক সুন্দর লাগছে,1,1,0,0,0
female,dancer,কাবলি পাহাড়,1,1,0,0,0
female,dancer,আজকের কৃত্রিম আগামীর পর্বত,1,1,0,0,0
female,dancer,কি জেন দেখতে পেলাম,1,1,0,0,0
female,dancer,কি মজা পায়,0,0,0,0,0
female,dancer,"ব্রা তুমি অসাধারণ
ঝুলে থাকা মাংস কে
বানিয়ে দাও অসাধারণ",1,1,0,0,0
female,dancer,বড় গাছে বড় ফল,1,1,0,0,0
female,dancer,আহা পম পম,1,1,0,0,0
female,dancer,সব দেখা যায় গো আফা,1,1,0,0,0
female,dancer,পম পম,1,1,0,0,0
female,dancer,অনেক সুন্দর,0,0,0,0,0
female,dancer,"উর্বর দুই পাহাড় ভাগ্য তো তাহার
করিয়াছে যে আহার",1,1,0,0,0
female,dancer,বুকের বডিটা তো সেই জিম করেন নাকি,0,1,0,0,0
female,dancer,বাতাসে উড়িয়ে নিয়ে যাবে তো,1,0,0,0,0
female,dancer,পচা বেডি,1,0,0,0,0
female,dancer,রুপের আগুন বেশি দিন জলবে না৷,1,0,0,0,0
female,dancer,আমি দেখে ফেলেছি,1,1,0,0,0
female,dancer,দেছি পেয়ারা,1,1,0,0,0
female,dancer,মেয়েটার আজ মাসিক হয়ছে,1,1,0,0,0
female,dancer,এত বড় ক্যা,1,1,0,0,0
female,dancer,নাইস পমপম,1,1,0,0,0
female,dancer,আমি কিন্তু কিছু দেখি নাই,1,1,0,0,0
female,dancer,তাল গাছে ডাব ধরছে,1,1,0,0,0
female,dancer,ছোট গাছে বর বর,1,1,0,0,0
female,dancer,ওই আপু ছাইজ ৩২,1,1,0,0,0
female,dancer,যেই নারী সুখ পায়না স্বামীর খাটে সেই নারী দেহ দেখায় টিকটকে মাঠে,1,1,0,0,0
female,dancer,সেই ফিগার আপু তোমার,0,1,0,0,0
female,dancer,সাজেক এর পাহাড় রে ভাই,1,1,0,0,0
female,dancer,কটা লাইকের জন্যছি,1,0,0,0,0
female,dancer,সুন্দর,0,0,0,0,0
female,dancer,লাউ তো খাওয়ার মত হয়ে গেছে,1,1,0,0,0
female,dancer,পমপম,1,1,0,0,0
female,dancer,যত সুন্দর বাড়ি তত বড় গেইম,1,0,0,0,0
female,dancer,ভালবাসা অবিরাম,0,0,0,0,0
female,dancer,পাগোল নাকি,1,0,0,0,0
female,dancer,ওগুলা কি,1,1,0,0,0
female,dancer,"উশশ
ভালো লাগছে তোমাকে গো",0,0,0,0,0
female,dancer,সেই পম পম,1,1,0,0,0
female,dancer,আবহাওয়া টা সুন্দর কিন্তু তার চেয়ে সুন্দর তোমার ওমপম,1,1,0,0,0
female,dancer,সাপোর্ট করেন সুন্দরী,0,0,0,0,1
female,dancer,হাচা,0,0,0,0,0
female,dancer,কে এগুলো এমন করছে এতো বড় কেন,1,1,0,0,0
female,dancer,খারা খারা 3,1,1,0,0,0
female,dancer,পম পম দুইটা সেই,1,1,0,0,0
female,dancer,সেই স্বাদ,1,1,0,0,0
female,dancer,কই গ গরম লাগতাছে পাখা টা চালাইয়া দেও,1,1,0,0,0
female,dancer,কেউ মনে হয় টিপে নাই,1,1,0,0,0
female,dancer,কুল্লু নাফসিন যাইকাতুল মাউত,0,0,1,0,0
female,dancer,তুমি আমার রঙিন সপ্ন শিল্পীর রঙে ছবি তুমি আমার চাদের আলো সকাল বেলার রবি তুমি আমার নদীর মাঝে একটি মাএ কুন তুমি আমার ভালো বাসার শিউলি বকুল ফুল,0,0,0,0,0
female,dancer,"শুনতে খারাপ হলেও সত্যি যে
মেয়ে মানুষ বেশি স্বাধীনতা পেলে
লাইসেন্স প্রাপ্ত মাগী হয়ে যায়",1,1,0,0,0
female,dancer,জান তোমার পিকটা দিবা,1,1,0,0,0
female,dancer,সার্পোট করলে খুশি হতাম,0,0,0,0,1
female,dancer,নাইচ,0,0,0,0,0
female,dancer,গাছপালা গুলো অনেক সুন্দর দেখতে হয়েছে,1,1,0,0,0
female,dancer,হে আল্লাহ তুমি এই আপুকে সহ সবাইকে হেদায়েত দান করুন,1,0,1,0,0
female,dancer,আপু নিজের শরীলকে হেফাজত করুন,0,0,1,0,0
female,dancer,ভালই লাগতেছে,0,0,0,0,0
female,dancer,এটা ঠিক না আপু আল্লাহ তায়ালা তোমাকে কখনো মাফ করবেন না,1,0,1,0,0
female,dancer,বাজে,1,0,0,0,0
female,dancer,এদের যে কি হবে আল্লা,1,0,1,0,0
female,dancer,এইটা ঠিকনা আপু,0,0,0,0,0
female,dancer,আমার একটা মেয়ে বন্ধু লাগবে কেউ হবা,0,1,0,0,1
female,dancer,দেহের লজ্জাস্থান গুলো প্রকাশ করে যদি সেলিব্রিটি হয় তাহলে কুত্তা হচ্ছে সবচেয়ে বড় সেলেব্রিটি,1,1,0,0,0
female,dancer,অসাধারণ প্রিয় নতুন পোষ্ট করছি সাপোর্ট চাই প্রিয়,0,0,0,0,1
female,dancer,"এরা গর্ত দিয়ে অর্থ কামানো লোক
ধৈর্য আর বীর্য যদি ধরে রাখতে পারো
তাহলে তুমি আসল পুরুষ",1,1,0,0,0
female,dancer,"নাউজুবিল্লাহ দেহো দেখিয়ে লাইক ভিউ পাবা
কিন্তু কেয়ামতের মাঠে কি জবাব দিবা",1,0,1,0,0
female,dancer,কনডম বাদে চুদা হবে ওকে,1,1,0,1,0
female,dancer,দুধ দেখাও কিন্তু মুখ দেখাতে পারো না তুমি,1,1,0,0,0
female,dancer,তুই জানি মাগি তুর মা বাবা কি জানে,1,1,0,1,0
female,dancer,বাংলার মাগি,1,1,0,0,0
female,dancer,মেয়ে না মাল এটা,1,1,0,0,0
female,dancer,শালি রা কাপড় খুলে ফেল তাহলে টিকটক ভিডিও সেই হবে,1,1,0,1,0
female,dancer,মাদাও চোদ্দ মায়া,1,1,0,1,0
female,dancer,সবাই আপুর জন্য দোয়া করবেন ওনার জোওবনের জালা বেশি,1,1,1,0,0
female,dancer,সাধু এগুলো কি,1,0,0,0,0
female,dancer,দূধূ গুুলা অনেক খারা খারা,1,1,0,0,0
female,dancer,আমার নুনু দাড়াই গেছে,1,1,0,0,0
female,dancer,বগুড়া সদরের কে কে আছো সবাই সারা দেও,0,0,0,0,1
female,dancer,উপরের টা খুলে থুলে আরো ভালো দেখা যাইতো মাগি,1,1,0,1,0
female,dancer,মাগী বাজির সীমা থাকে,1,1,0,1,0
female,dancer,জ্বালা উঠে গেছে না কি,1,1,0,0,0
female,dancer,যদি বেকার বসে না থেকে মোবাইল দিয়ে ঘরে বসে অনলাইনে ইনকাম করতে চান দিনে ১০০০ থেকে ১৫০০ টাকা তাহলে আমার সাথে যোগাযোগ করুন ইমু 01858149341,0,0,0,0,1
female,dancer,উঁচু উঁচু খারা হয়েই আছে সেই তো,1,1,0,0,0
female,dancer,কদু দেখানোর জন্য এতো কায়দা,1,1,0,0,0
female,dancer,এক কাজ কর এভাবে টাকা কম পাবা হোটেলে চলে যাও টাকা বেশি পাবা,1,1,0,0,0
female,dancer,ওরে কেও চুদে দিয়ে আসো জলদি,1,1,0,0,0
female,dancer,তাল গাছে লাল গামছা তেতুল গাছে ভুত টিক টকে আইসা দেখি বড় বড় দু,1,1,0,0,0
female,dancer,ওই খ তোর এই অবস্থা কেন এত সব খুলতে খুব ভালো করে দেখা জাতি দেখতে চায় কত বড় হইছে,1,1,0,0,0
female,dancer,দুদ টা সুন্দর,1,1,0,0,0
female,dancer,একের মাল,1,1,0,0,0
female,dancer,গুডা,1,1,0,0,0
female,dancer,ছাইজ টা ছোট আছে,1,1,0,0,0
female,dancer,তুমার দুদ টা অনেক সুন্দর,1,1,0,0,0
female,dancer,"শরীরের অঙ্গ প্রতঙ্গ দেখাইয়া ভাইরাল হওয়ার ইচ্ছা ছিহহহহহহহহহহহহহহহহহহহ
এ রকম কিছু মেয়ে দেখলে লজ্জায় মইরা যাইতে ইচ্ছা করে",1,1,0,0,0
female,dancer,ওত বড় প্লেটে এত ছোট ছোট সিঙ্গারা,1,1,0,0,0
female,dancer,আজকে প্রথম সুইজারলান্ড পাহার দেখলাম,1,1,0,0,0
female,dancer,যদি ভুল না করে থাকি তবে এটা সত্যি যে আপনার ঐ দুটার উপরে উঠলে উগান্ডা দেখা যাবে,1,1,0,0,0
female,dancer,সামান্য কিছু লাইক আর ভিউ পাওয়ার জন্য এমন নিকৃষ্ট ভিডিও না করাই ভালো,1,0,0,0,0
female,dancer,তোর বাবা মা কি বিডিও গুলো দেখে না তোদের মতো কিছু বাইনচোদ মেয়ের কারনে সমাজের মেয়েদের বদনাম হয়,1,0,0,0,0
female,dancer,আমি পমপম গুলা খাবো,1,1,0,0,0
female,dancer,কি সুন্দর আম দুইটা বাতাসে লোটতেছে,1,1,0,0,0
female,dancer,ভাব দেখলে মুইতা দিতে মন চায়,1,0,0,1,0
female,dancer,পমপম গুলো তো সেই গো,1,1,0,0,0
female,dancer,চায়না মাল টিকে না বাল,1,0,0,0,0
female,dancer,দুধ খামু আপু গো,1,1,0,0,0
female,dancer,তোর দুদু যত জন দেখে ছে সবার চোখের গুনা মাপ হয়ে জাক আমি,1,1,1,0,0
female,dancer,এর বাড়ির পাসে কোন লিজেন্ড আচো তাহলে এর পম পম টিপে আসো,1,1,0,0,0
female,dancer,বাতাসে দ উড়ে গেল আপনার,1,1,0,0,0
female,dancer,তর পম পম পাইলে আমি দিতাম খেলা,1,1,0,0,0
female,dancer,মাগীর গুদি মধু ধেলে খাব,1,1,0,0,0
female,dancer,মাদারচোদরা ভাইরাল হওয়ার জন্য কি না করতে পারে,1,0,0,0,0
female,dancer,সুন্দর বাসার গেট বড় হয় আপু,1,1,0,0,0
female,dancer,যে নারী সুখ পায় না তার স্বামীর খাটে সে নারী দুধ দেখায় টিকটকের মাঠে,1,1,0,0,0
female,dancer,গাছে তো ভালোই আম ধরেছে বিক্রি হবে না কি,1,1,0,0,0
female,dancer,এই মেয়ের প্রতিদিন ১ ডজন করে পুরুষ লাগবে ভাই,1,1,0,0,0
female,dancer,সাইজ টা ভালো আছে,1,1,0,0,0
female,dancer,আহা যে বরো,1,1,0,0,0
female,dancer,আসো একটু পম পম গুলো টিপে দেখি,1,1,0,0,0
female,dancer,কি ধুদ দেখায়,1,1,0,0,0
female,dancer,পম পম কি বড় বড়,1,1,0,0,0
female,dancer,জুতা দিয়ে মারমু বেশ্যা,1,1,0,1,0
female,dancer,ডাব গুলা দেখে আমার মেসিন খারা হয়ে গেসে,1,1,0,0,0
female,dancer,"মুখ না দেখিয়ে দুদ উঁচু করে
সেলফি তোলা মেয়েদের নামই
খানকি মাগী",1,1,0,0,0
female,dancer,চান্দুর মাল দেখতেছি ওয়াও,1,1,0,0,0
female,dancer,শাহিন লটির বেটির দুধে গুলি কর,1,1,0,1,0
female,dancer,বাদ দে ভাই এরা original বারো,1,0,0,0,0
female,dancer,দুধ সেই,1,1,0,0,0
female,dancer,আপু আপনার ওড়না সামলান আপনার দুই টা বল দেখা যাচ্ছে কোথায় থেকে আসে যে এসব,1,1,0,0,0
female,dancer,যে না বালের চেহারা তার আবার নাম রেখেছে পিয়ারা,1,0,0,0,0
female,dancer,দক্ষিণা বাতাসে দুধ উড়ে আকাশে,1,1,0,0,0
female,dancer,এরে মাগি গুষ্টি তোর কিহ মাবাপ নাই রে,1,1,0,1,0
female,dancer,বাটোন বরো হয়ে গেছে বেশি,1,1,0,0,0
female,dancer,দুধ খাড়া খাড়া,1,1,0,0,0
female,dancer,ভবিষ্যতে আপনি ব্রান্ডের মাগী হতে পারবেন দোয়া রইলো আপনার জন্য,1,1,0,0,0
female,dancer,কেবল বড় হচ্ছে আস্তে আস্তে না জানি বড় হলে কি করে,1,1,0,0,0
female,dancer,মেয়ে তো তাই ভিডিও fory ou তে গেছে,1,0,0,0,0
female,dancer,দুধ দেখায় কী হচ্ছে,1,1,0,0,0
female,dancer,কথাটা শুনতে খারাপ হলেও সত্য যে মেয়েরা স্বাধীনতা পেলে লাইসেন্স প্রাপ্ত মাগি হয়ে যায়,1,1,0,0,0
female,dancer,মানুষ এতো খারাপ কিভাবে হতে পারে ও না হয় এরকমই আপনারা তো জেনে শুনে পাপ করছেন,1,0,1,0,0
female,dancer,কোথায় এটা আমিও জাই তাম,0,0,0,0,0
female,dancer,খাবার খেতে হবে,0,0,0,0,0
